gd, mm, dd, it, volume, hist_volume, weather
4,9,28,30,74,110 132 131 143 132 84,100.42 100.91 6.625 5.1 24.7 93.0 1.3
0,9,28,31,89,137 104 111 121 136 109,100.42 100.91 6.625 5.1 24.7 93.0 1.3
1,9,28,31,116,105 118 94 109 103 78,100.42 100.91 6.625 5.1 24.7 93.0 1.3
2,9,28,31,12,41 35 35 23 21 19,100.42 100.91 6.625 5.1 24.7 93.0 1.3
3,9,28,31,92,148 156 145 132 133 100,100.42 100.91 6.625 5.1 24.7 93.0 1.3
4,9,28,31,72,132 131 143 132 84 74,100.42 100.91 6.625 5.1 24.7 93.0 1.3
0,9,28,32,110,104 111 121 136 109 89,100.42 100.91 6.625 5.1 24.7 93.0 1.3
1,9,28,32,93,118 94 109 103 78 116,100.42 100.91 6.625 5.1 24.7 93.0 1.3
2,9,28,32,13,35 35 23 21 19 12,100.42 100.91 6.625 5.1 24.7 93.0 1.3
3,9,28,32,96,156 145 132 133 100 92,100.42 100.91 6.625 5.1 24.7 93.0 1.3
4,9,28,32,80,131 143 132 84 74 72,100.42 100.91 6.625 5.1 24.7 93.0 1.3
0,9,28,33,88,111 121 136 109 89 110,100.42 100.91 6.625 5.1 24.7 93.0 1.3
1,9,28,33,91,94 109 103 78 116 93,100.42 100.91 6.625 5.1 24.7 93.0 1.3
2,9,28,33,16,35 23 21 19 12 13,100.42 100.91 6.625 5.1 24.7 93.0 1.3
3,9,28,33,77,145 132 133 100 92 96,100.42 100.91 6.625 5.1 24.7 93.0 1.3
4,9,28,33,72,143 132 84 74 72 80,100.42 100.91 6.625 5.1 24.7 93.0 1.3
0,9,28,34,91,121 136 109 89 110 88,100.42 100.91 6.625 5.1 24.7 93.0 1.3
1,9,28,34,77,109 103 78 116 93 91,100.42 100.91 6.625 5.1 24.7 93.0 1.3
2,9,28,34,13,23 21 19 12 13 16,100.42 100.91 6.625 5.1 24.7 93.0 1.3
3,9,28,34,91,132 133 100 92 96 77,100.42 100.91 6.625 5.1 24.7 93.0 1.3
4,9,28,34,86,132 84 74 72 80 72,100.42 100.91 6.625 5.1 24.7 93.0 1.3
0,9,28,35,78,136 109 89 110 88 91,100.42 100.91 6.625 5.1 24.7 93.0 1.3
1,9,28,35,91,103 78 116 93 91 77,100.42 100.91 6.625 5.1 24.7 93.0 1.3
2,9,28,35,9,21 19 12 13 16 13,100.42 100.91 6.625 5.1 24.7 93.0 1.3
3,9,28,35,75,133 100 92 96 77 91,100.42 100.91 6.625 5.1 24.7 93.0 1.3
4,9,28,35,63,84 74 72 80 72 86,100.42 100.91 6.625 5.1 24.7 93.0 1.3
0,9,28,36,87,109 89 110 88 91 78,100.61 101.1 7.125 3.9 23.1 94.0 3.0
1,9,28,36,87,78 116 93 91 77 91,100.61 101.1 7.125 3.9 23.1 94.0 3.0
2,9,28,36,18,19 12 13 16 13 9,100.61 101.1 7.125 3.9 23.1 94.0 3.0
3,9,28,36,82,100 92 96 77 91 75,100.61 101.1 7.125 3.9 23.1 94.0 3.0
4,9,28,36,106,74 72 80 72 86 63,100.61 101.1 7.125 3.9 23.1 94.0 3.0
0,9,28,37,89,89 110 88 91 78 87,100.61 101.1 7.125 3.9 23.1 94.0 3.0
1,9,28,37,75,116 93 91 77 91 87,100.61 101.1 7.125 3.9 23.1 94.0 3.0
2,9,28,37,10,12 13 16 13 9 18,100.61 101.1 7.125 3.9 23.1 94.0 3.0
3,9,28,37,97,92 96 77 91 75 82,100.61 101.1 7.125 3.9 23.1 94.0 3.0
4,9,28,37,77,72 80 72 86 63 106,100.61 101.1 7.125 3.9 23.1 94.0 3.0
0,9,28,38,102,110 88 91 78 87 89,100.61 101.1 7.125 3.9 23.1 94.0 3.0
1,9,28,38,96,93 91 77 91 87 75,100.61 101.1 7.125 3.9 23.1 94.0 3.0
2,9,28,38,15,13 16 13 9 18 10,100.61 101.1 7.125 3.9 23.1 94.0 3.0
3,9,28,38,103,96 77 91 75 82 97,100.61 101.1 7.125 3.9 23.1 94.0 3.0
4,9,28,38,57,80 72 86 63 106 77,100.61 101.1 7.125 3.9 23.1 94.0 3.0
0,9,28,39,104,88 91 78 87 89 102,100.61 101.1 7.125 3.9 23.1 94.0 3.0
1,9,28,39,96,91 77 91 87 75 96,100.61 101.1 7.125 3.9 23.1 94.0 3.0
2,9,28,39,18,16 13 9 18 10 15,100.61 101.1 7.125 3.9 23.1 94.0 3.0
3,9,28,39,96,77 91 75 82 97 103,100.61 101.1 7.125 3.9 23.1 94.0 3.0
4,9,28,39,86,72 86 63 106 77 57,100.61 101.1 7.125 3.9 23.1 94.0 3.0
0,9,28,40,101,91 78 87 89 102 104,100.61 101.1 7.125 3.9 23.1 94.0 3.0
1,9,28,40,88,77 91 87 75 96 96,100.61 101.1 7.125 3.9 23.1 94.0 3.0
2,9,28,40,15,13 9 18 10 15 18,100.61 101.1 7.125 3.9 23.1 94.0 3.0
3,9,28,40,115,91 75 82 97 103 96,100.61 101.1 7.125 3.9 23.1 94.0 3.0
4,9,28,40,101,86 63 106 77 57 86,100.61 101.1 7.125 3.9 23.1 94.0 3.0
0,9,28,41,95,78 87 89 102 104 101,100.61 101.1 7.125 3.9 23.1 94.0 3.0
1,9,28,41,93,91 87 75 96 96 88,100.61 101.1 7.125 3.9 23.1 94.0 3.0
2,9,28,41,15,9 18 10 15 18 15,100.61 101.1 7.125 3.9 23.1 94.0 3.0
3,9,28,41,121,75 82 97 103 96 115,100.61 101.1 7.125 3.9 23.1 94.0 3.0
4,9,28,41,89,63 106 77 57 86 101,100.61 101.1 7.125 3.9 23.1 94.0 3.0
0,9,28,42,103,87 89 102 104 101 95,100.61 101.1 7.125 3.9 23.1 94.0 3.0
1,9,28,42,75,87 75 96 96 88 93,100.61 101.1 7.125 3.9 23.1 94.0 3.0
2,9,28,42,12,18 10 15 18 15 15,100.61 101.1 7.125 3.9 23.1 94.0 3.0
3,9,28,42,98,82 97 103 96 115 121,100.61 101.1 7.125 3.9 23.1 94.0 3.0
4,9,28,42,111,106 77 57 86 101 89,100.61 101.1 7.125 3.9 23.1 94.0 3.0
0,9,28,43,110,89 102 104 101 95 103,100.61 101.1 7.125 3.9 23.1 94.0 3.0
1,9,28,43,83,75 96 96 88 93 75,100.61 101.1 7.125 3.9 23.1 94.0 3.0
2,9,28,43,16,10 15 18 15 15 12,100.61 101.1 7.125 3.9 23.1 94.0 3.0
3,9,28,43,80,97 103 96 115 121 98,100.61 101.1 7.125 3.9 23.1 94.0 3.0
4,9,28,43,89,77 57 86 101 89 111,100.61 101.1 7.125 3.9 23.1 94.0 3.0
0,9,28,44,89,102 104 101 95 103 110,100.61 101.1 7.125 3.9 23.1 94.0 3.0
1,9,28,44,114,96 96 88 93 75 83,100.61 101.1 7.125 3.9 23.1 94.0 3.0
2,9,28,44,7,15 18 15 15 12 16,100.61 101.1 7.125 3.9 23.1 94.0 3.0
3,9,28,44,102,103 96 115 121 98 80,100.61 101.1 7.125 3.9 23.1 94.0 3.0
4,9,28,44,99,57 86 101 89 111 89,100.61 101.1 7.125 3.9 23.1 94.0 3.0
0,9,28,45,91,104 101 95 103 110 89,100.67 101.16 6.375 3.4 22.6 95.0 1.8
1,9,28,45,90,96 88 93 75 83 114,100.67 101.16 6.375 3.4 22.6 95.0 1.8
2,9,28,45,11,18 15 15 12 16 7,100.67 101.16 6.375 3.4 22.6 95.0 1.8
3,9,28,45,106,96 115 121 98 80 102,100.67 101.16 6.375 3.4 22.6 95.0 1.8
4,9,28,45,83,86 101 89 111 89 99,100.67 101.16 6.375 3.4 22.6 95.0 1.8
0,9,28,46,97,101 95 103 110 89 91,100.67 101.16 6.375 3.4 22.6 95.0 1.8
1,9,28,46,97,88 93 75 83 114 90,100.67 101.16 6.375 3.4 22.6 95.0 1.8
2,9,28,46,15,15 15 12 16 7 11,100.67 101.16 6.375 3.4 22.6 95.0 1.8
3,9,28,46,105,115 121 98 80 102 106,100.67 101.16 6.375 3.4 22.6 95.0 1.8
4,9,28,46,86,101 89 111 89 99 83,100.67 101.16 6.375 3.4 22.6 95.0 1.8
0,9,28,47,88,95 103 110 89 91 97,100.67 101.16 6.375 3.4 22.6 95.0 1.8
1,9,28,47,83,93 75 83 114 90 97,100.67 101.16 6.375 3.4 22.6 95.0 1.8
2,9,28,47,10,15 12 16 7 11 15,100.67 101.16 6.375 3.4 22.6 95.0 1.8
3,9,28,47,107,121 98 80 102 106 105,100.67 101.16 6.375 3.4 22.6 95.0 1.8
4,9,28,47,86,89 111 89 99 83 86,100.67 101.16 6.375 3.4 22.6 95.0 1.8
0,9,28,48,105,103 110 89 91 97 88,100.67 101.16 6.375 3.4 22.6 95.0 1.8
1,9,28,48,100,75 83 114 90 97 83,100.67 101.16 6.375 3.4 22.6 95.0 1.8
2,9,28,48,18,12 16 7 11 15 10,100.67 101.16 6.375 3.4 22.6 95.0 1.8
3,9,28,48,123,98 80 102 106 105 107,100.67 101.16 6.375 3.4 22.6 95.0 1.8
4,9,28,48,81,111 89 99 83 86 86,100.67 101.16 6.375 3.4 22.6 95.0 1.8
0,9,28,49,97,110 89 91 97 88 105,100.67 101.16 6.375 3.4 22.6 95.0 1.8
1,9,28,49,65,83 114 90 97 83 100,100.67 101.16 6.375 3.4 22.6 95.0 1.8
2,9,28,49,29,16 7 11 15 10 18,100.67 101.16 6.375 3.4 22.6 95.0 1.8
3,9,28,49,99,80 102 106 105 107 123,100.67 101.16 6.375 3.4 22.6 95.0 1.8
4,9,28,49,91,89 99 83 86 86 81,100.67 101.16 6.375 3.4 22.6 95.0 1.8
0,9,28,50,45,89 91 97 88 105 97,100.67 101.16 6.375 3.4 22.6 95.0 1.8
1,9,28,50,78,114 90 97 83 100 65,100.67 101.16 6.375 3.4 22.6 95.0 1.8
2,9,28,50,76,7 11 15 10 18 29,100.67 101.16 6.375 3.4 22.6 95.0 1.8
3,9,28,50,129,102 106 105 107 123 99,100.67 101.16 6.375 3.4 22.6 95.0 1.8
4,9,28,50,88,99 83 86 86 81 91,100.67 101.16 6.375 3.4 22.6 95.0 1.8
0,9,28,51,31,91 97 88 105 97 45,100.67 101.16 6.375 3.4 22.6 95.0 1.8
1,9,28,51,86,90 97 83 100 65 78,100.67 101.16 6.375 3.4 22.6 95.0 1.8
2,9,28,51,56,11 15 10 18 29 76,100.67 101.16 6.375 3.4 22.6 95.0 1.8
3,9,28,51,115,106 105 107 123 99 129,100.67 101.16 6.375 3.4 22.6 95.0 1.8
4,9,28,51,86,83 86 86 81 91 88,100.67 101.16 6.375 3.4 22.6 95.0 1.8
0,9,28,52,37,97 88 105 97 45 31,100.67 101.16 6.375 3.4 22.6 95.0 1.8
1,9,28,52,113,97 83 100 65 78 86,100.67 101.16 6.375 3.4 22.6 95.0 1.8
2,9,28,52,79,15 10 18 29 76 56,100.67 101.16 6.375 3.4 22.6 95.0 1.8
3,9,28,52,114,105 107 123 99 129 115,100.67 101.16 6.375 3.4 22.6 95.0 1.8
4,9,28,52,73,86 86 81 91 88 86,100.67 101.16 6.375 3.4 22.6 95.0 1.8
0,9,28,53,31,88 105 97 45 31 37,100.67 101.16 6.375 3.4 22.6 95.0 1.8
1,9,28,53,112,83 100 65 78 86 113,100.67 101.16 6.375 3.4 22.6 95.0 1.8
2,9,28,53,69,10 18 29 76 56 79,100.67 101.16 6.375 3.4 22.6 95.0 1.8
3,9,28,53,125,107 123 99 129 115 114,100.67 101.16 6.375 3.4 22.6 95.0 1.8
4,9,28,53,76,86 81 91 88 86 73,100.67 101.16 6.375 3.4 22.6 95.0 1.8
0,9,28,54,26,105 97 45 31 37 31,100.56 101.05 4.75 5.5 22.0 94.0 1.2
1,9,28,54,80,100 65 78 86 113 112,100.56 101.05 4.75 5.5 22.0 94.0 1.2
2,9,28,54,43,18 29 76 56 79 69,100.56 101.05 4.75 5.5 22.0 94.0 1.2
3,9,28,54,77,123 99 129 115 114 125,100.56 101.05 4.75 5.5 22.0 94.0 1.2
4,9,28,54,68,81 91 88 86 73 76,100.56 101.05 4.75 5.5 22.0 94.0 1.2
0,9,28,55,24,97 45 31 37 31 26,100.56 101.05 4.75 5.5 22.0 94.0 1.2
1,9,28,55,69,65 78 86 113 112 80,100.56 101.05 4.75 5.5 22.0 94.0 1.2
2,9,28,55,54,29 76 56 79 69 43,100.56 101.05 4.75 5.5 22.0 94.0 1.2
3,9,28,55,66,99 129 115 114 125 77,100.56 101.05 4.75 5.5 22.0 94.0 1.2
4,9,28,55,56,91 88 86 73 76 68,100.56 101.05 4.75 5.5 22.0 94.0 1.2
0,9,28,56,18,45 31 37 31 26 24,100.56 101.05 4.75 5.5 22.0 94.0 1.2
1,9,28,56,64,78 86 113 112 80 69,100.56 101.05 4.75 5.5 22.0 94.0 1.2
2,9,28,56,52,76 56 79 69 43 54,100.56 101.05 4.75 5.5 22.0 94.0 1.2
3,9,28,56,70,129 115 114 125 77 66,100.56 101.05 4.75 5.5 22.0 94.0 1.2
4,9,28,56,59,88 86 73 76 68 56,100.56 101.05 4.75 5.5 22.0 94.0 1.2
0,9,28,57,28,31 37 31 26 24 18,100.56 101.05 4.75 5.5 22.0 94.0 1.2
1,9,28,57,39,86 113 112 80 69 64,100.56 101.05 4.75 5.5 22.0 94.0 1.2
2,9,28,57,42,56 79 69 43 54 52,100.56 101.05 4.75 5.5 22.0 94.0 1.2
3,9,28,57,49,115 114 125 77 66 70,100.56 101.05 4.75 5.5 22.0 94.0 1.2
4,9,28,57,50,86 73 76 68 56 59,100.56 101.05 4.75 5.5 22.0 94.0 1.2
0,9,28,58,26,37 31 26 24 18 28,100.56 101.05 4.75 5.5 22.0 94.0 1.2
1,9,28,58,39,113 112 80 69 64 39,100.56 101.05 4.75 5.5 22.0 94.0 1.2
2,9,28,58,54,79 69 43 54 52 42,100.56 101.05 4.75 5.5 22.0 94.0 1.2
3,9,28,58,46,114 125 77 66 70 49,100.56 101.05 4.75 5.5 22.0 94.0 1.2
4,9,28,58,72,73 76 68 56 59 50,100.56 101.05 4.75 5.5 22.0 94.0 1.2
0,9,28,59,17,31 26 24 18 28 26,100.56 101.05 4.75 5.5 22.0 94.0 1.2
1,9,28,59,40,112 80 69 64 39 39,100.56 101.05 4.75 5.5 22.0 94.0 1.2
2,9,28,59,48,69 43 54 52 42 54,100.56 101.05 4.75 5.5 22.0 94.0 1.2
3,9,28,59,63,125 77 66 70 49 46,100.56 101.05 4.75 5.5 22.0 94.0 1.2
4,9,28,59,41,76 68 56 59 50 72,100.56 101.05 4.75 5.5 22.0 94.0 1.2
0,9,28,60,20,26 24 18 28 26 17,100.56 101.05 4.75 5.5 22.0 94.0 1.2
1,9,28,60,30,80 69 64 39 39 40,100.56 101.05 4.75 5.5 22.0 94.0 1.2
2,9,28,60,48,43 54 52 42 54 48,100.56 101.05 4.75 5.5 22.0 94.0 1.2
3,9,28,60,53,77 66 70 49 46 63,100.56 101.05 4.75 5.5 22.0 94.0 1.2
4,9,28,60,25,68 56 59 50 72 41,100.56 101.05 4.75 5.5 22.0 94.0 1.2
0,9,28,61,24,24 18 28 26 17 20,100.56 101.05 4.75 5.5 22.0 94.0 1.2
1,9,28,61,35,69 64 39 39 40 30,100.56 101.05 4.75 5.5 22.0 94.0 1.2
2,9,28,61,42,54 52 42 54 48 48,100.56 101.05 4.75 5.5 22.0 94.0 1.2
3,9,28,61,52,66 70 49 46 63 53,100.56 101.05 4.75 5.5 22.0 94.0 1.2
4,9,28,61,18,56 59 50 72 41 25,100.56 101.05 4.75 5.5 22.0 94.0 1.2
0,9,28,62,17,18 28 26 17 20 24,100.56 101.05 4.75 5.5 22.0 94.0 1.2
1,9,28,62,35,64 39 39 40 30 35,100.56 101.05 4.75 5.5 22.0 94.0 1.2
2,9,28,62,29,52 42 54 48 48 42,100.56 101.05 4.75 5.5 22.0 94.0 1.2
3,9,28,62,56,70 49 46 63 53 52,100.56 101.05 4.75 5.5 22.0 94.0 1.2
4,9,28,62,28,59 50 72 41 25 18,100.56 101.05 4.75 5.5 22.0 94.0 1.2
0,9,28,63,24,28 26 17 20 24 17,100.55 101.05 3.625 4.1 21.5 95.0 0.5
1,9,28,63,17,39 39 40 30 35 35,100.55 101.05 3.625 4.1 21.5 95.0 0.5
2,9,28,63,31,42 54 48 48 42 29,100.55 101.05 3.625 4.1 21.5 95.0 0.5
3,9,28,63,47,49 46 63 53 52 56,100.55 101.05 3.625 4.1 21.5 95.0 0.5
4,9,28,63,26,50 72 41 25 18 28,100.55 101.05 3.625 4.1 21.5 95.0 0.5
0,9,28,64,11,26 17 20 24 17 24,100.55 101.05 3.625 4.1 21.5 95.0 0.5
1,9,28,64,31,39 40 30 35 35 17,100.55 101.05 3.625 4.1 21.5 95.0 0.5
2,9,28,64,35,54 48 48 42 29 31,100.55 101.05 3.625 4.1 21.5 95.0 0.5
3,9,28,64,35,46 63 53 52 56 47,100.55 101.05 3.625 4.1 21.5 95.0 0.5
4,9,28,64,35,72 41 25 18 28 26,100.55 101.05 3.625 4.1 21.5 95.0 0.5
0,9,28,65,16,17 20 24 17 24 11,100.55 101.05 3.625 4.1 21.5 95.0 0.5
1,9,28,65,18,40 30 35 35 17 31,100.55 101.05 3.625 4.1 21.5 95.0 0.5
2,9,28,65,19,48 48 42 29 31 35,100.55 101.05 3.625 4.1 21.5 95.0 0.5
3,9,28,65,28,63 53 52 56 47 35,100.55 101.05 3.625 4.1 21.5 95.0 0.5
4,9,28,65,26,41 25 18 28 26 35,100.55 101.05 3.625 4.1 21.5 95.0 0.5
0,9,28,66,7,20 24 17 24 11 16,100.55 101.05 3.625 4.1 21.5 95.0 0.5
1,9,28,66,7,30 35 35 17 31 18,100.55 101.05 3.625 4.1 21.5 95.0 0.5
2,9,28,66,18,48 42 29 31 35 19,100.55 101.05 3.625 4.1 21.5 95.0 0.5
3,9,28,66,18,53 52 56 47 35 28,100.55 101.05 3.625 4.1 21.5 95.0 0.5
4,9,28,66,16,25 18 28 26 35 26,100.55 101.05 3.625 4.1 21.5 95.0 0.5
0,9,28,67,9,24 17 24 11 16 7,100.55 101.05 3.625 4.1 21.5 95.0 0.5
1,9,28,67,22,35 35 17 31 18 7,100.55 101.05 3.625 4.1 21.5 95.0 0.5
2,9,28,67,12,42 29 31 35 19 18,100.55 101.05 3.625 4.1 21.5 95.0 0.5
3,9,28,67,17,52 56 47 35 28 18,100.55 101.05 3.625 4.1 21.5 95.0 0.5
4,9,28,67,24,18 28 26 35 26 16,100.55 101.05 3.625 4.1 21.5 95.0 0.5
0,9,28,68,5,17 24 11 16 7 9,100.55 101.05 3.625 4.1 21.5 95.0 0.5
1,9,28,68,9,35 17 31 18 7 22,100.55 101.05 3.625 4.1 21.5 95.0 0.5
2,9,28,68,14,29 31 35 19 18 12,100.55 101.05 3.625 4.1 21.5 95.0 0.5
3,9,28,68,17,56 47 35 28 18 17,100.55 101.05 3.625 4.1 21.5 95.0 0.5
4,9,28,68,17,28 26 35 26 16 24,100.55 101.05 3.625 4.1 21.5 95.0 0.5
0,9,28,69,11,24 11 16 7 9 5,100.55 101.05 3.625 4.1 21.5 95.0 0.5
1,9,28,69,6,17 31 18 7 22 9,100.55 101.05 3.625 4.1 21.5 95.0 0.5
2,9,28,69,6,31 35 19 18 12 14,100.55 101.05 3.625 4.1 21.5 95.0 0.5
3,9,28,69,25,47 35 28 18 17 17,100.55 101.05 3.625 4.1 21.5 95.0 0.5
4,9,28,69,12,26 35 26 16 24 17,100.55 101.05 3.625 4.1 21.5 95.0 0.5
0,9,28,70,20,11 16 7 9 5 11,100.55 101.05 3.625 4.1 21.5 95.0 0.5
1,9,28,70,12,31 18 7 22 9 6,100.55 101.05 3.625 4.1 21.5 95.0 0.5
2,9,28,70,1,35 19 18 12 14 6,100.55 101.05 3.625 4.1 21.5 95.0 0.5
3,9,28,70,22,35 28 18 17 17 25,100.55 101.05 3.625 4.1 21.5 95.0 0.5
4,9,28,70,20,35 26 16 24 17 12,100.55 101.05 3.625 4.1 21.5 95.0 0.5
0,9,28,71,11,16 7 9 5 11 20,100.55 101.05 3.625 4.1 21.5 95.0 0.5
1,9,28,71,17,18 7 22 9 6 12,100.55 101.05 3.625 4.1 21.5 95.0 0.5
2,9,28,71,2,19 18 12 14 6 1,100.55 101.05 3.625 4.1 21.5 95.0 0.5
3,9,28,71,18,28 18 17 17 25 22,100.55 101.05 3.625 4.1 21.5 95.0 0.5
4,9,28,71,12,26 16 24 17 12 20,100.55 101.05 3.625 4.1 21.5 95.0 0.5
0,9,29,0,4,7 9 5 11 20 11,100.78 101.28 43.125 2.3 21.5 97.0 3.1
1,9,29,0,117,7 22 9 6 12 17,100.78 101.28 43.125 2.3 21.5 97.0 3.1
2,9,29,0,1,18 12 14 6 1 2,100.78 101.28 43.125 2.3 21.5 97.0 3.1
3,9,29,0,13,18 17 17 25 22 18,100.78 101.28 43.125 2.3 21.5 97.0 3.1
4,9,29,0,137,16 24 17 12 20 12,100.78 101.28 43.125 2.3 21.5 97.0 3.1
0,9,29,1,9,9 5 11 20 11 4,100.78 101.28 43.125 2.3 21.5 97.0 3.1
1,9,29,1,79,22 9 6 12 17 117,100.78 101.28 43.125 2.3 21.5 97.0 3.1
2,9,29,1,4,12 14 6 1 2 1,100.78 101.28 43.125 2.3 21.5 97.0 3.1
3,9,29,1,17,17 17 25 22 18 13,100.78 101.28 43.125 2.3 21.5 97.0 3.1
4,9,29,1,63,24 17 12 20 12 137,100.78 101.28 43.125 2.3 21.5 97.0 3.1
0,9,29,2,7,5 11 20 11 4 9,100.78 101.28 43.125 2.3 21.5 97.0 3.1
1,9,29,2,51,9 6 12 17 117 79,100.78 101.28 43.125 2.3 21.5 97.0 3.1
2,9,29,2,12,14 6 1 2 1 4,100.78 101.28 43.125 2.3 21.5 97.0 3.1
3,9,29,2,7,17 25 22 18 13 17,100.78 101.28 43.125 2.3 21.5 97.0 3.1
4,9,29,2,82,17 12 20 12 137 63,100.78 101.28 43.125 2.3 21.5 97.0 3.1
0,9,29,3,3,11 20 11 4 9 7,100.78 101.28 43.125 2.3 21.5 97.0 3.1
1,9,29,3,12,6 12 17 117 79 51,100.78 101.28 43.125 2.3 21.5 97.0 3.1
2,9,29,3,12,6 1 2 1 4 12,100.78 101.28 43.125 2.3 21.5 97.0 3.1
3,9,29,3,17,25 22 18 13 17 7,100.78 101.28 43.125 2.3 21.5 97.0 3.1
4,9,29,3,9,12 20 12 137 63 82,100.78 101.28 43.125 2.3 21.5 97.0 3.1
0,9,29,4,6,20 11 4 9 7 3,100.78 101.28 43.125 2.3 21.5 97.0 3.1
1,9,29,4,13,12 17 117 79 51 12,100.78 101.28 43.125 2.3 21.5 97.0 3.1
2,9,29,4,12,1 2 1 4 12 12,100.78 101.28 43.125 2.3 21.5 97.0 3.1
3,9,29,4,21,22 18 13 17 7 17,100.78 101.28 43.125 2.3 21.5 97.0 3.1
4,9,29,4,6,20 12 137 63 82 9,100.78 101.28 43.125 2.3 21.5 97.0 3.1
0,9,29,5,11,11 4 9 7 3 6,100.78 101.28 43.125 2.3 21.5 97.0 3.1
1,9,29,5,9,17 117 79 51 12 13,100.78 101.28 43.125 2.3 21.5 97.0 3.1
2,9,29,5,12,2 1 4 12 12 12,100.78 101.28 43.125 2.3 21.5 97.0 3.1
3,9,29,5,19,18 13 17 7 17 21,100.78 101.28 43.125 2.3 21.5 97.0 3.1
4,9,29,5,4,12 137 63 82 9 6,100.78 101.28 43.125 2.3 21.5 97.0 3.1
0,9,29,6,7,4 9 7 3 6 11,100.78 101.28 43.125 2.3 21.5 97.0 3.1
1,9,29,6,6,117 79 51 12 13 9,100.78 101.28 43.125 2.3 21.5 97.0 3.1
2,9,29,6,12,1 4 12 12 12 12,100.78 101.28 43.125 2.3 21.5 97.0 3.1
3,9,29,6,5,13 17 7 17 21 19,100.78 101.28 43.125 2.3 21.5 97.0 3.1
4,9,29,6,14,137 63 82 9 6 4,100.78 101.28 43.125 2.3 21.5 97.0 3.1
0,9,29,7,4,9 7 3 6 11 7,100.78 101.28 43.125 2.3 21.5 97.0 3.1
1,9,29,7,13,79 51 12 13 9 6,100.78 101.28 43.125 2.3 21.5 97.0 3.1
2,9,29,7,12,4 12 12 12 12 12,100.78 101.28 43.125 2.3 21.5 97.0 3.1
3,9,29,7,10,17 7 17 21 19 5,100.78 101.28 43.125 2.3 21.5 97.0 3.1
4,9,29,7,4,63 82 9 6 4 14,100.78 101.28 43.125 2.3 21.5 97.0 3.1
0,9,29,8,4,7 3 6 11 7 4,100.78 101.28 43.125 2.3 21.5 97.0 3.1
1,9,29,8,6,51 12 13 9 6 13,100.78 101.28 43.125 2.3 21.5 97.0 3.1
2,9,29,8,12,12 12 12 12 12 12,100.78 101.28 43.125 2.3 21.5 97.0 3.1
3,9,29,8,12,7 17 21 19 5 10,100.78 101.28 43.125 2.3 21.5 97.0 3.1
4,9,29,8,4,82 9 6 4 14 4,100.78 101.28 43.125 2.3 21.5 97.0 3.1
0,9,29,9,3,3 6 11 7 4 4,100.79 101.29 44.875 5.1 21.6 96.0 0.4
1,9,29,9,9,12 13 9 6 13 6,100.79 101.29 44.875 5.1 21.6 96.0 0.4
2,9,29,9,12,12 12 12 12 12 12,100.79 101.29 44.875 5.1 21.6 96.0 0.4
3,9,29,9,8,17 21 19 5 10 12,100.79 101.29 44.875 5.1 21.6 96.0 0.4
4,9,29,9,6,9 6 4 14 4 4,100.79 101.29 44.875 5.1 21.6 96.0 0.4
0,9,29,10,7,6 11 7 4 4 3,100.79 101.29 44.875 5.1 21.6 96.0 0.4
1,9,29,10,19,13 9 6 13 6 9,100.79 101.29 44.875 5.1 21.6 96.0 0.4
2,9,29,10,12,12 12 12 12 12 12,100.79 101.29 44.875 5.1 21.6 96.0 0.4
3,9,29,10,15,21 19 5 10 12 8,100.79 101.29 44.875 5.1 21.6 96.0 0.4
4,9,29,10,3,6 4 14 4 4 6,100.79 101.29 44.875 5.1 21.6 96.0 0.4
0,9,29,11,9,11 7 4 4 3 7,100.79 101.29 44.875 5.1 21.6 96.0 0.4
1,9,29,11,12,9 6 13 6 9 19,100.79 101.29 44.875 5.1 21.6 96.0 0.4
2,9,29,11,12,12 12 12 12 12 12,100.79 101.29 44.875 5.1 21.6 96.0 0.4
3,9,29,11,9,19 5 10 12 8 15,100.79 101.29 44.875 5.1 21.6 96.0 0.4
4,9,29,11,3,4 14 4 4 6 3,100.79 101.29 44.875 5.1 21.6 96.0 0.4
0,9,29,12,10,7 4 4 3 7 9,100.79 101.29 44.875 5.1 21.6 96.0 0.4
1,9,29,12,13,6 13 6 9 19 12,100.79 101.29 44.875 5.1 21.6 96.0 0.4
2,9,29,12,12,12 12 12 12 12 12,100.79 101.29 44.875 5.1 21.6 96.0 0.4
3,9,29,12,16,5 10 12 8 15 9,100.79 101.29 44.875 5.1 21.6 96.0 0.4
4,9,29,12,2,14 4 4 6 3 3,100.79 101.29 44.875 5.1 21.6 96.0 0.4
0,9,29,13,10,4 4 3 7 9 10,100.79 101.29 44.875 5.1 21.6 96.0 0.4
1,9,29,13,21,13 6 9 19 12 13,100.79 101.29 44.875 5.1 21.6 96.0 0.4
2,9,29,13,12,12 12 12 12 12 12,100.79 101.29 44.875 5.1 21.6 96.0 0.4
3,9,29,13,12,10 12 8 15 9 16,100.79 101.29 44.875 5.1 21.6 96.0 0.4
4,9,29,13,5,4 4 6 3 3 2,100.79 101.29 44.875 5.1 21.6 96.0 0.4
0,9,29,14,16,4 3 7 9 10 10,100.79 101.29 44.875 5.1 21.6 96.0 0.4
1,9,29,14,18,6 9 19 12 13 21,100.79 101.29 44.875 5.1 21.6 96.0 0.4
2,9,29,14,12,12 12 12 12 12 12,100.79 101.29 44.875 5.1 21.6 96.0 0.4
