gd, mm, dd, itv, volume
2,9,28,59,40
2,9,28,60,30
2,9,28,61,35
2,9,28,62,35
2,9,28,63,17
2,9,28,64,31
2,9,28,65,18
2,9,28,66,7
2,9,28,67,22
2,9,28,68,9
2,9,28,69,6
2,9,28,70,12
2,9,28,71,17
2,9,29,0,117
2,9,29,1,79
2,9,29,2,51
2,9,29,3,12
2,9,29,4,13
2,9,29,5,9
2,9,29,6,6
2,9,29,7,13
2,9,29,8,6
2,9,29,9,9
2,9,29,10,19
2,9,29,11,12
2,9,29,12,13
2,9,29,13,21
2,9,29,14,18
2,9,29,15,25
2,9,29,16,28
2,9,29,17,28
2,9,29,18,32
2,9,29,19,36
2,9,29,20,54
2,9,29,21,48
2,9,29,22,58
2,9,29,23,83
2,9,29,24,97
2,9,29,25,102
2,9,29,26,122
2,9,29,27,97
2,9,29,28,113
2,9,29,29,83
2,9,29,30,101
2,9,29,31,98
2,9,29,32,114
2,9,29,33,71
2,9,29,34,72
2,9,29,35,83
2,9,29,36,100
2,9,29,37,83
2,9,29,38,93
2,9,29,39,74
2,9,29,40,83
2,9,29,41,77
2,9,29,42,78
2,9,29,43,66
2,9,29,44,91
2,9,29,45,78
2,9,29,46,53
2,9,29,47,94
2,9,29,48,67
2,9,29,49,103
2,9,29,50,81
2,9,29,51,94
2,9,29,52,91
2,9,29,53,130
2,9,29,54,77
2,9,29,55,70
2,9,29,56,87
2,9,29,57,49
2,9,29,58,52
2,9,29,59,35
2,9,29,60,46
2,9,29,61,33
2,9,29,62,37
2,9,29,63,28
2,9,29,64,32
2,9,29,65,31
2,9,29,66,21
2,9,29,67,35
2,9,29,68,25
2,9,29,69,9
2,9,29,70,11
2,9,29,71,12
2,9,30,0,233
2,9,30,1,212
2,9,30,2,165
2,9,30,3,10
2,9,30,4,6
2,9,30,5,6
2,9,30,6,9
2,9,30,7,9
2,9,30,8,4
2,9,30,9,15
2,9,30,10,20
2,9,30,11,20
2,9,30,12,15
2,9,30,13,17
2,9,30,14,17
2,9,30,15,29
2,9,30,16,36
2,9,30,17,29
2,9,30,18,45
2,9,30,19,50
2,9,30,20,60
2,9,30,21,67
2,9,30,22,104
2,9,30,23,95
2,9,30,24,126
2,9,30,25,112
2,9,30,26,141
2,9,30,27,132
2,9,30,28,134
2,9,30,29,97
2,9,30,30,106
2,9,30,31,133
2,9,30,32,137
2,9,30,33,99
2,9,30,34,107
2,9,30,35,121
2,9,30,36,146
2,9,30,37,150
2,9,30,38,127
2,9,30,39,150
2,9,30,40,124
2,9,30,41,142
2,9,30,42,123
2,9,30,43,116
2,9,30,44,122
2,9,30,45,114
2,9,30,46,96
2,9,30,47,77
2,9,30,48,63
2,9,30,49,110
2,9,30,50,102
2,9,30,51,67
2,9,30,52,86
2,9,30,53,93
2,9,30,54,17
2,9,30,55,19
2,9,30,56,39
2,9,30,57,19
2,9,30,58,16
2,9,30,59,23
2,9,30,60,12
2,9,30,61,12
2,9,30,62,21
2,9,30,63,7
2,9,30,64,6
2,9,30,65,2
2,9,30,66,3
2,9,30,67,15
2,9,30,68,11
2,9,30,69,16
2,9,30,70,14
2,9,30,71,17
2,10,1,0,23
2,10,1,1,9
2,10,1,2,14
2,10,1,3,2
2,10,1,4,2
2,10,1,5,1
2,10,1,6,1
2,10,1,7,1
2,10,1,8,1
2,10,1,9,6
2,10,1,10,2
2,10,1,11,4
2,10,1,12,4
2,10,1,13,4
2,10,1,14,3
2,10,1,15,5
2,10,1,16,14
2,10,1,17,11
2,10,1,18,6
2,10,1,19,19
2,10,1,20,2
2,10,1,21,17
2,10,1,22,7
2,10,1,23,10
2,10,1,24,5
2,10,1,25,11
2,10,1,26,15
2,10,1,27,21
2,10,1,28,22
2,10,1,29,9
2,10,1,30,5
2,10,1,31,13
2,10,1,32,12
2,10,1,33,13
2,10,1,34,15
2,10,1,35,4
2,10,1,36,12
2,10,1,37,9
2,10,1,38,17
2,10,1,39,18
2,10,1,40,15
2,10,1,41,13
2,10,1,42,13
2,10,1,43,14
2,10,1,44,11
2,10,1,45,5
2,10,1,46,11
2,10,1,47,14
2,10,1,48,9
2,10,1,49,11
2,10,1,50,9
2,10,1,51,12
2,10,1,52,14
2,10,1,53,4
2,10,1,54,8
2,10,1,55,5
2,10,1,56,11
2,10,1,57,8
2,10,1,58,1
2,10,1,59,6
2,10,1,60,4
2,10,1,61,13
2,10,1,62,3
2,10,1,63,6
2,10,1,64,9
2,10,1,65,8
2,10,1,66,7
2,10,1,67,6
2,10,1,68,4
2,10,1,69,3
2,10,1,70,3
2,10,1,71,2
2,10,2,0,18
2,10,2,1,16
2,10,2,2,18
2,10,2,3,1
2,10,2,4,1
2,10,2,5,3
2,10,2,6,1
2,10,2,7,2
2,10,2,8,3
2,10,2,9,7
2,10,2,10,6
2,10,2,11,9
2,10,2,12,10
2,10,2,13,12
2,10,2,14,10
2,10,2,15,13
2,10,2,16,19
2,10,2,17,23
2,10,2,18,10
2,10,2,19,30
2,10,2,20,17
2,10,2,21,18
2,10,2,22,19
2,10,2,23,21
2,10,2,24,19
2,10,2,25,13
2,10,2,26,6
2,10,2,27,14
2,10,2,28,9
2,10,2,29,8
2,10,2,30,8
2,10,2,31,10
2,10,2,32,10
2,10,2,33,14
2,10,2,34,10
2,10,2,35,10
2,10,2,36,14
2,10,2,37,10
2,10,2,38,7
2,10,2,39,11
2,10,2,40,19
2,10,2,41,12
2,10,2,42,14
2,10,2,43,13
2,10,2,44,11
2,10,2,45,11
2,10,2,46,14
2,10,2,47,18
2,10,2,48,12
2,10,2,49,10
2,10,2,50,14
2,10,2,51,5
2,10,2,52,18
2,10,2,53,16
2,10,2,54,14
2,10,2,55,11
2,10,2,56,9
2,10,2,57,12
2,10,2,58,6
2,10,2,59,6
2,10,2,60,5
2,10,2,61,14
2,10,2,62,6
2,10,2,63,5
2,10,2,64,4
2,10,2,65,2
2,10,2,66,4
2,10,2,67,4
2,10,2,68,5
2,10,2,69,3
2,10,2,70,3
2,10,2,71,2
2,10,3,0,29
2,10,3,1,21
2,10,3,2,14
2,10,3,3,3
2,10,3,4,1
2,10,3,5,1
2,10,3,6,4
2,10,3,7,4
2,10,3,8,2
2,10,3,9,4
2,10,3,10,4
2,10,3,11,11
2,10,3,12,8
2,10,3,13,10
2,10,3,14,12
2,10,3,15,20
2,10,3,16,12
2,10,3,17,11
2,10,3,18,15
2,10,3,19,16
2,10,3,20,21
2,10,3,21,18
2,10,3,22,18
2,10,3,23,12
2,10,3,24,15
2,10,3,25,21
2,10,3,26,15
2,10,3,27,13
2,10,3,28,17
2,10,3,29,20
2,10,3,30,11
2,10,3,31,14
2,10,3,32,8
2,10,3,33,10
2,10,3,34,11
2,10,3,35,15
2,10,3,36,15
2,10,3,37,9
2,10,3,38,10
2,10,3,39,20
2,10,3,40,14
2,10,3,41,18
2,10,3,42,18
2,10,3,43,21
2,10,3,44,18
2,10,3,45,23
2,10,3,46,17
2,10,3,47,8
2,10,3,48,11
2,10,3,49,22
2,10,3,50,13
2,10,3,51,11
2,10,3,52,15
2,10,3,53,10
2,10,3,54,7
2,10,3,55,10
2,10,3,56,11
2,10,3,57,11
2,10,3,58,5
2,10,3,59,7
2,10,3,60,9
2,10,3,61,3
2,10,3,62,11
2,10,3,63,4
2,10,3,64,5
2,10,3,65,5
2,10,3,66,2
2,10,3,67,5
2,10,3,68,6
2,10,3,69,3
2,10,3,70,5
2,10,3,71,5
2,10,4,0,29
2,10,4,1,20
2,10,4,2,19
2,10,4,3,2
2,10,4,4,2
2,10,4,5,1
2,10,4,6,5
2,10,4,7,4
2,10,4,8,3
2,10,4,9,5
2,10,4,10,4
2,10,4,11,10
2,10,4,12,9
2,10,4,13,16
2,10,4,14,12
2,10,4,15,13
2,10,4,16,20
2,10,4,17,14
2,10,4,18,12
2,10,4,19,24
2,10,4,20,27
2,10,4,21,21
2,10,4,22,24
2,10,4,23,20
2,10,4,24,26
2,10,4,25,20
2,10,4,26,23
2,10,4,27,26
2,10,4,28,20
2,10,4,29,23
2,10,4,30,11
2,10,4,31,23
2,10,4,32,27
2,10,4,33,18
2,10,4,34,18
2,10,4,35,12
2,10,4,36,15
2,10,4,37,19
2,10,4,38,22
2,10,4,39,24
2,10,4,40,25
2,10,4,41,21
2,10,4,42,22
2,10,4,43,23
2,10,4,44,16
2,10,4,45,23
2,10,4,46,20
2,10,4,47,26
2,10,4,48,25
2,10,4,49,16
2,10,4,50,19
2,10,4,51,12
2,10,4,52,18
2,10,4,53,14
2,10,4,54,14
2,10,4,55,11
2,10,4,56,11
2,10,4,57,11
2,10,4,58,9
2,10,4,59,9
2,10,4,60,4
2,10,4,61,6
2,10,4,62,11
2,10,4,63,5
2,10,4,64,10
2,10,4,65,7
2,10,4,66,6
2,10,4,67,7
2,10,4,68,3
2,10,4,69,4
2,10,4,70,6
2,10,4,71,6
2,10,5,0,33
2,10,5,1,14
2,10,5,2,17
2,10,5,3,3
2,10,5,4,4
2,10,5,5,6
2,10,5,6,5
2,10,5,7,6
2,10,5,8,5
2,10,5,9,5
2,10,5,10,8
2,10,5,11,11
2,10,5,12,5
2,10,5,13,7
2,10,5,14,14
2,10,5,15,14
2,10,5,16,18
2,10,5,17,18
2,10,5,18,18
2,10,5,19,28
2,10,5,20,26
2,10,5,21,23
2,10,5,22,20
2,10,5,23,22
2,10,5,24,16
2,10,5,25,22
2,10,5,26,24
2,10,5,27,15
2,10,5,28,29
2,10,5,29,29
2,10,5,30,19
2,10,5,31,22
2,10,5,32,12
2,10,5,33,23
2,10,5,34,14
2,10,5,35,16
2,10,5,36,22
2,10,5,37,23
2,10,5,38,32
2,10,5,39,15
2,10,5,40,23
2,10,5,41,21
2,10,5,42,12
2,10,5,43,16
2,10,5,44,22
2,10,5,45,24
2,10,5,46,17
2,10,5,47,21
2,10,5,48,18
2,10,5,49,17
2,10,5,50,19
2,10,5,51,10
2,10,5,52,16
2,10,5,53,17
2,10,5,54,12
2,10,5,55,18
2,10,5,56,10
2,10,5,57,10
2,10,5,58,2
2,10,5,59,6
2,10,5,60,10
2,10,5,61,14
2,10,5,62,5
2,10,5,63,1
2,10,5,64,5
2,10,5,65,9
2,10,5,66,3
2,10,5,67,3
2,10,5,68,5
2,10,5,69,3
2,10,5,70,6
2,10,5,71,4
2,10,6,0,36
2,10,6,1,23
2,10,6,2,7
2,10,6,3,6
2,10,6,4,3
2,10,6,5,2
2,10,6,6,6
2,10,6,7,6
2,10,6,8,7
2,10,6,9,3
2,10,6,10,8
2,10,6,11,8
2,10,6,12,7
2,10,6,13,10
2,10,6,14,9
2,10,6,15,18
2,10,6,16,21
2,10,6,17,20
2,10,6,18,23
2,10,6,19,22
2,10,6,20,34
2,10,6,21,14
2,10,6,22,21
2,10,6,23,18
2,10,6,24,18
2,10,6,25,21
2,10,6,26,14
2,10,6,27,20
2,10,6,28,27
2,10,6,29,23
2,10,6,30,22
2,10,6,31,32
2,10,6,32,28
2,10,6,33,23
2,10,6,34,12
2,10,6,35,34
2,10,6,36,30
2,10,6,37,14
2,10,6,38,22
2,10,6,39,31
2,10,6,40,30
2,10,6,41,20
2,10,6,42,20
2,10,6,43,20
2,10,6,44,24
2,10,6,45,12
2,10,6,46,22
2,10,6,47,22
2,10,6,48,26
2,10,6,49,23
2,10,6,50,15
2,10,6,51,12
2,10,6,52,16
2,10,6,53,19
2,10,6,54,15
2,10,6,55,10
2,10,6,56,17
2,10,6,57,2
2,10,6,58,11
2,10,6,59,13
2,10,6,60,12
2,10,6,61,6
2,10,6,62,4
2,10,6,63,5
2,10,6,64,13
2,10,6,65,9
2,10,6,66,4
2,10,6,67,5
2,10,6,68,2
2,10,6,69,9
2,10,6,70,7
2,10,6,71,2
2,10,7,0,21
2,10,7,1,15
2,10,7,2,20
2,10,7,3,5
2,10,7,4,5
2,10,7,5,2
2,10,7,6,3
2,10,7,7,6
2,10,7,8,4
2,10,7,9,4
2,10,7,10,8
2,10,7,11,9
2,10,7,12,11
2,10,7,13,10
2,10,7,14,11
2,10,7,15,19
2,10,7,16,12
2,10,7,17,21
2,10,7,18,17
2,10,7,19,23
2,10,7,20,32
2,10,7,21,26
2,10,7,22,18
2,10,7,23,30
2,10,7,24,23
2,10,7,25,18
2,10,7,26,19
2,10,7,27,21
2,10,7,28,28
2,10,7,29,23
2,10,7,30,19
2,10,7,31,19
2,10,7,32,30
2,10,7,33,21
2,10,7,34,19
2,10,7,35,21
2,10,7,36,28
2,10,7,37,28
2,10,7,38,32
2,10,7,39,31
2,10,7,40,28
2,10,7,41,31
2,10,7,42,29
2,10,7,43,28
2,10,7,44,33
2,10,7,45,23
2,10,7,46,21
2,10,7,47,32
2,10,7,48,19
2,10,7,49,18
2,10,7,50,16
2,10,7,51,15
2,10,7,52,23
2,10,7,53,18
2,10,7,54,15
2,10,7,55,18
2,10,7,56,10
2,10,7,57,11
2,10,7,58,6
2,10,7,59,12
2,10,7,60,11
2,10,7,61,11
2,10,7,62,7
2,10,7,63,11
2,10,7,64,4
2,10,7,65,15
2,10,7,66,6
2,10,7,67,11
2,10,7,68,7
2,10,7,69,6
2,10,7,70,8
2,10,7,71,9
2,10,8,0,94
2,10,8,1,47
2,10,8,2,27
2,10,8,3,6
2,10,8,4,6
2,10,8,5,3
2,10,8,6,5
2,10,8,7,3
2,10,8,8,5
2,10,8,9,5
2,10,8,10,10
2,10,8,11,10
2,10,8,12,11
2,10,8,13,18
2,10,8,14,18
2,10,8,15,23
2,10,8,16,26
2,10,8,17,23
2,10,8,18,30
2,10,8,19,38
2,10,8,20,67
2,10,8,21,66
2,10,8,22,89
2,10,8,23,94
2,10,8,24,96
2,10,8,25,117
2,10,8,26,82
2,10,8,27,113
2,10,8,28,73
2,10,8,29,130
2,10,8,30,79
2,10,8,31,85
2,10,8,32,100
2,10,8,33,91
2,10,8,34,77
2,10,8,35,66
2,10,8,36,78
2,10,8,37,76
2,10,8,38,89
2,10,8,39,96
2,10,8,40,80
2,10,8,41,90
2,10,8,42,77
2,10,8,43,104
2,10,8,44,93
2,10,8,45,91
2,10,8,46,94
2,10,8,47,99
2,10,8,48,95
2,10,8,49,81
2,10,8,50,82
2,10,8,51,92
2,10,8,52,109
2,10,8,53,104
2,10,8,54,84
2,10,8,55,70
2,10,8,56,61
2,10,8,57,52
2,10,8,58,49
2,10,8,59,40
2,10,8,60,28
2,10,8,61,31
2,10,8,62,36
2,10,8,63,27
2,10,8,64,27
2,10,8,65,25
2,10,8,66,19
2,10,8,67,19
2,10,8,68,7
2,10,8,69,6
2,10,8,70,4
2,10,8,71,1
2,10,9,0,130
2,10,9,1,56
2,10,9,2,21
2,10,9,3,5
2,10,9,4,3
2,10,9,5,7
2,10,9,6,6
2,10,9,7,6
2,10,9,8,5
2,10,9,9,8
2,10,9,10,13
2,10,9,11,12
2,10,9,12,15
2,10,9,13,25
2,10,9,14,21
2,10,9,15,31
2,10,9,16,24
2,10,9,17,33
2,10,9,18,33
2,10,9,19,41
2,10,9,20,53
2,10,9,21,66
2,10,9,22,81
2,10,9,23,93
2,10,9,24,117
2,10,9,25,121
2,10,9,26,103
2,10,9,27,127
2,10,9,28,93
2,10,9,29,75
2,10,9,30,73
2,10,9,31,98
2,10,9,32,87
2,10,9,33,72
2,10,9,34,64
2,10,9,35,88
2,10,9,36,89
2,10,9,37,86
2,10,9,38,94
2,10,9,39,104
2,10,9,40,104
2,10,9,41,122
2,10,9,42,96
2,10,9,43,105
2,10,9,44,92
2,10,9,45,84
2,10,9,46,90
2,10,9,47,107
2,10,9,48,80
2,10,9,49,100
2,10,9,50,113
2,10,9,51,127
2,10,9,52,110
2,10,9,53,105
2,10,9,54,56
2,10,9,55,80
2,10,9,56,56
2,10,9,57,39
2,10,9,58,46
2,10,9,59,51
2,10,9,60,35
2,10,9,61,35
2,10,9,62,44
2,10,9,63,22
2,10,9,64,28
2,10,9,65,32
2,10,9,66,23
2,10,9,67,27
2,10,9,68,17
2,10,9,69,8
2,10,9,70,11
2,10,9,71,13
2,10,10,0,89
2,10,10,1,64
2,10,10,2,38
2,10,10,3,3
2,10,10,4,5
2,10,10,5,5
2,10,10,6,6
2,10,10,7,7
2,10,10,8,4
2,10,10,9,9
2,10,10,10,11
2,10,10,11,18
2,10,10,12,15
2,10,10,13,22
2,10,10,14,26
2,10,10,15,29
2,10,10,16,37
2,10,10,17,39
2,10,10,18,33
2,10,10,19,61
2,10,10,20,59
2,10,10,21,69
2,10,10,22,102
2,10,10,23,146
2,10,10,24,111
2,10,10,25,114
2,10,10,26,103
2,10,10,27,131
2,10,10,28,123
2,10,10,29,107
2,10,10,30,102
2,10,10,31,87
2,10,10,32,89
2,10,10,33,78
2,10,10,34,79
2,10,10,35,69
2,10,10,36,99
2,10,10,37,84
2,10,10,38,66
2,10,10,39,90
2,10,10,40,85
2,10,10,41,107
2,10,10,42,86
2,10,10,43,92
2,10,10,44,95
2,10,10,45,90
2,10,10,46,109
2,10,10,47,96
2,10,10,48,116
2,10,10,49,69
2,10,10,50,103
2,10,10,51,109
2,10,10,52,124
2,10,10,53,110
2,10,10,54,53
2,10,10,55,81
2,10,10,56,71
2,10,10,57,54
2,10,10,58,60
2,10,10,59,44
2,10,10,60,40
2,10,10,61,33
2,10,10,62,39
2,10,10,63,30
2,10,10,64,34
2,10,10,65,34
2,10,10,66,25
2,10,10,67,26
2,10,10,68,13
2,10,10,69,11
2,10,10,70,15
2,10,10,71,8
2,10,11,0,98
2,10,11,1,44
2,10,11,2,34
2,10,11,3,10
2,10,11,4,8
2,10,11,5,8
2,10,11,6,6
2,10,11,7,9
2,10,11,8,7
2,10,11,9,7
2,10,11,10,10
2,10,11,11,19
2,10,11,12,16
2,10,11,13,17
2,10,11,14,20
2,10,11,15,23
2,10,11,16,33
2,10,11,17,37
2,10,11,18,37
2,10,11,19,51
2,10,11,20,56
2,10,11,21,72
2,10,11,22,94
2,10,11,23,93
2,10,11,24,130
2,10,11,25,108
2,10,11,26,126
2,10,11,27,129
2,10,11,28,108
2,10,11,29,123
2,10,11,30,114
2,10,11,31,75
2,10,11,32,86
2,10,11,33,81
2,10,11,34,79
2,10,11,35,68
2,10,11,36,98
2,10,11,37,86
2,10,11,38,79
2,10,11,39,121
2,10,11,40,104
2,10,11,41,91
2,10,11,42,77
2,10,11,43,91
2,10,11,44,111
2,10,11,45,85
2,10,11,46,90
2,10,11,47,86
2,10,11,48,81
2,10,11,49,91
2,10,11,50,103
2,10,11,51,75
2,10,11,52,93
2,10,11,53,109
2,10,11,54,66
2,10,11,55,83
2,10,11,56,62
2,10,11,57,61
2,10,11,58,54
2,10,11,59,40
2,10,11,60,35
2,10,11,61,41
2,10,11,62,38
2,10,11,63,35
2,10,11,64,34
2,10,11,65,23
2,10,11,66,22
2,10,11,67,21
2,10,11,68,26
2,10,11,69,14
2,10,11,70,18
2,10,11,71,9
2,10,12,0,129
2,10,12,1,71
2,10,12,2,26
2,10,12,3,10
2,10,12,4,4
2,10,12,5,7
2,10,12,6,9
2,10,12,7,7
2,10,12,8,10
2,10,12,9,6
2,10,12,10,14
2,10,12,11,18
2,10,12,12,17
2,10,12,13,23
2,10,12,14,23
2,10,12,15,33
2,10,12,16,29
2,10,12,17,30
2,10,12,18,38
2,10,12,19,47
2,10,12,20,67
2,10,12,21,80
2,10,12,22,82
2,10,12,23,103
2,10,12,24,114
2,10,12,25,111
2,10,12,26,109
2,10,12,27,122
2,10,12,28,116
2,10,12,29,100
2,10,12,30,93
2,10,12,31,96
2,10,12,32,106
2,10,12,33,85
2,10,12,34,90
2,10,12,35,76
2,10,12,36,89
2,10,12,37,107
2,10,12,38,88
2,10,12,39,97
2,10,12,40,91
2,10,12,41,106
2,10,12,42,95
2,10,12,43,99
2,10,12,44,96
2,10,12,45,90
2,10,12,46,103
2,10,12,47,88
2,10,12,48,112
2,10,12,49,103
2,10,12,50,115
2,10,12,51,89
2,10,12,52,132
2,10,12,53,129
2,10,12,54,48
2,10,12,55,82
2,10,12,56,66
2,10,12,57,39
2,10,12,58,50
2,10,12,59,38
2,10,12,60,41
2,10,12,61,41
2,10,12,62,42
2,10,12,63,29
2,10,12,64,31
2,10,12,65,38
2,10,12,66,26
2,10,12,67,33
2,10,12,68,24
2,10,12,69,13
2,10,12,70,18
2,10,12,71,11
2,10,13,0,123
2,10,13,1,54
2,10,13,2,38
2,10,13,3,5
2,10,13,4,7
2,10,13,5,10
2,10,13,6,7
2,10,13,7,4
2,10,13,8,15
2,10,13,9,12
2,10,13,10,7
2,10,13,11,13
2,10,13,12,14
2,10,13,13,19
2,10,13,14,30
2,10,13,15,31
2,10,13,16,40
2,10,13,17,34
2,10,13,18,39
2,10,13,19,46
2,10,13,20,76
2,10,13,21,81
2,10,13,22,95
2,10,13,23,105
2,10,13,24,107
2,10,13,25,114
2,10,13,26,130
2,10,13,27,122
2,10,13,28,98
2,10,13,29,114
2,10,13,30,84
2,10,13,31,101
2,10,13,32,99
2,10,13,33,69
2,10,13,34,72
2,10,13,35,105
2,10,13,36,91
2,10,13,37,91
2,10,13,38,98
2,10,13,39,96
2,10,13,40,96
2,10,13,41,111
2,10,13,42,120
2,10,13,43,92
2,10,13,44,86
2,10,13,45,96
2,10,13,46,87
2,10,13,47,83
2,10,13,48,84
2,10,13,49,116
2,10,13,50,99
2,10,13,51,114
2,10,13,52,94
2,10,13,53,120
2,10,13,54,53
2,10,13,55,73
2,10,13,56,76
2,10,13,57,48
2,10,13,58,29
2,10,13,59,53
2,10,13,60,43
2,10,13,61,38
2,10,13,62,38
2,10,13,63,29
2,10,13,64,23
2,10,13,65,25
2,10,13,66,24
2,10,13,67,19
2,10,13,68,25
2,10,13,69,14
2,10,13,70,11
2,10,13,71,8
2,10,14,0,122
2,10,14,1,57
2,10,14,2,32
2,10,14,3,6
2,10,14,4,10
2,10,14,5,7
2,10,14,6,9
2,10,14,7,8
2,10,14,8,6
2,10,14,9,7
2,10,14,10,8
2,10,14,11,12
2,10,14,12,16
2,10,14,13,17
2,10,14,14,25
2,10,14,15,29
2,10,14,16,33
2,10,14,17,41
2,10,14,18,34
2,10,14,19,48
2,10,14,20,57
2,10,14,21,72
2,10,14,22,78
2,10,14,23,120
2,10,14,24,108
2,10,14,25,107
2,10,14,26,108
2,10,14,27,126
2,10,14,28,111
2,10,14,29,152
2,10,14,30,89
2,10,14,31,137
2,10,14,32,94
2,10,14,33,91
2,10,14,34,98
2,10,14,35,89
2,10,14,36,103
2,10,14,37,93
2,10,14,38,88
2,10,14,39,99
2,10,14,40,111
2,10,14,41,108
2,10,14,42,122
2,10,14,43,101
2,10,14,44,100
2,10,14,45,117
2,10,14,46,116
2,10,14,47,116
2,10,14,48,105
2,10,14,49,125
2,10,14,50,114
2,10,14,51,122
2,10,14,52,132
2,10,14,53,135
2,10,14,54,89
2,10,14,55,85
2,10,14,56,84
2,10,14,57,58
2,10,14,58,64
2,10,14,59,59
2,10,14,60,55
2,10,14,61,47
2,10,14,62,50
2,10,14,63,37
2,10,14,64,31
2,10,14,65,39
2,10,14,66,20
2,10,14,67,32
2,10,14,68,29
2,10,14,69,12
2,10,14,70,22
2,10,14,71,13
2,10,15,0,127
2,10,15,1,92
2,10,15,2,60
2,10,15,3,13
2,10,15,4,11
2,10,15,5,11
2,10,15,6,8
2,10,15,7,4
2,10,15,8,12
2,10,15,9,10
2,10,15,10,9
2,10,15,11,16
2,10,15,12,13
2,10,15,13,23
2,10,15,14,23
2,10,15,15,24
2,10,15,16,28
2,10,15,17,37
2,10,15,18,43
2,10,15,19,44
2,10,15,20,59
2,10,15,21,49
2,10,15,22,75
2,10,15,23,72
2,10,15,24,73
2,10,15,25,103
2,10,15,26,123
2,10,15,27,110
2,10,15,28,103
2,10,15,29,121
2,10,15,30,114
2,10,15,31,105
2,10,15,32,104
2,10,15,33,101
2,10,15,34,91
2,10,15,35,91
2,10,15,36,72
2,10,15,37,87
2,10,15,38,86
2,10,15,39,87
2,10,15,40,87
2,10,15,41,107
2,10,15,42,108
2,10,15,43,100
2,10,15,44,93
2,10,15,45,108
2,10,15,46,85
2,10,15,47,96
2,10,15,48,92
2,10,15,49,89
2,10,15,50,93
2,10,15,51,85
2,10,15,52,94
2,10,15,53,90
2,10,15,54,67
2,10,15,55,71
2,10,15,56,61
2,10,15,57,46
2,10,15,58,55
2,10,15,59,48
2,10,15,60,44
2,10,15,61,38
2,10,15,62,40
2,10,15,63,34
2,10,15,64,28
2,10,15,65,28
2,10,15,66,25
2,10,15,67,21
2,10,15,68,21
2,10,15,69,20
2,10,15,70,13
2,10,15,71,15
2,10,16,0,107
2,10,16,1,68
2,10,16,2,35
2,10,16,3,4
2,10,16,4,10
2,10,16,5,11
2,10,16,6,7
2,10,16,7,6
2,10,16,8,8
2,10,16,9,7
2,10,16,10,15
2,10,16,11,15
2,10,16,12,17
2,10,16,13,14
2,10,16,14,22
2,10,16,15,32
2,10,16,16,33
2,10,16,17,37
2,10,16,18,37
2,10,16,19,32
2,10,16,20,58
2,10,16,21,36
2,10,16,22,50
2,10,16,23,39
2,10,16,24,47
2,10,16,25,72
2,10,16,26,67
2,10,16,27,100
2,10,16,28,108
2,10,16,29,108
2,10,16,30,88
2,10,16,31,107
2,10,16,32,102
2,10,16,33,96
2,10,16,34,99
2,10,16,35,77
2,10,16,36,94
2,10,16,37,73
2,10,16,38,89
2,10,16,39,108
2,10,16,40,104
2,10,16,41,105
2,10,16,42,112
2,10,16,43,108
2,10,16,44,97
2,10,16,45,119
2,10,16,46,118
2,10,16,47,99
2,10,16,48,135
2,10,16,49,111
2,10,16,50,105
2,10,16,51,98
2,10,16,52,134
2,10,16,53,111
2,10,16,54,76
2,10,16,55,77
2,10,16,56,56
2,10,16,57,63
2,10,16,58,64
2,10,16,59,64
2,10,16,60,58
2,10,16,61,53
2,10,16,62,52
2,10,16,63,34
2,10,16,64,45
2,10,16,65,27
2,10,16,66,17
2,10,16,67,16
2,10,16,68,27
2,10,16,69,15
2,10,16,70,21
2,10,16,71,16
2,10,17,0,139
2,10,17,1,55
2,10,17,2,33
2,10,17,3,7
2,10,17,4,7
2,10,17,5,10
2,10,17,6,5
2,10,17,7,9
2,10,17,8,6
2,10,17,9,6
2,10,17,10,11
2,10,17,11,21
2,10,17,12,13
2,10,17,13,20
2,10,17,14,26
2,10,17,15,27
2,10,17,16,32
2,10,17,17,38
2,10,17,18,45
2,10,17,19,68
2,10,17,20,73
2,10,17,21,106
2,10,17,22,120
2,10,17,23,130
2,10,17,24,132
2,10,17,25,140
2,10,17,26,141
2,10,17,27,161
2,10,17,28,120
2,10,17,29,121
2,10,17,30,101
2,10,17,31,101
2,10,17,32,90
2,10,17,33,62
2,10,17,34,73
2,10,17,35,107
2,10,17,36,87
2,10,17,37,87
2,10,17,38,87
2,10,17,39,88
2,10,17,40,100
2,10,17,41,85
2,10,17,42,87
2,10,17,43,93
2,10,17,44,109
2,10,17,45,99
2,10,17,46,92
2,10,17,47,89
2,10,17,48,101
2,10,17,49,108
2,10,17,50,104
2,10,17,51,112
2,10,17,52,126
2,10,17,53,130
2,10,17,54,52
2,10,17,55,84
2,10,17,56,49
2,10,17,57,39
2,10,17,58,46
2,10,17,59,33
2,10,17,60,33
2,10,17,61,33
2,10,17,62,33
2,10,17,63,24
2,10,17,64,24
2,10,17,65,31
2,10,17,66,15
2,10,17,67,18
2,10,17,68,19
2,10,17,69,11
2,10,17,70,13
2,10,17,71,10
3,9,19,0,2
3,9,19,1,1
3,9,19,2,1
3,9,19,3,1
3,9,19,4,2
3,9,19,5,2
3,9,19,6,14
3,9,19,7,14
3,9,19,8,14
3,9,19,9,14
3,9,19,10,14
3,9,19,11,14
3,9,19,12,14
3,9,19,13,14
3,9,19,14,14
3,9,19,15,14
3,9,19,16,12
