"tollgate_id","time_window","direction","volume","has_etc","car_model"
"3","(2016-10-06 14:20:00,2016-10-06 14:40:00)","1","19","14","[0, 17, 1, 0, 1, 0, 0, 0]"
"3","(2016-10-06 14:20:00,2016-10-06 14:40:00)","0","129","16","[99, 23, 4, 2, 0, 1, 0, 0]"
"2","(2016-10-06 14:20:00,2016-10-06 14:40:00)","0","13","13","[0, 11, 1, 1, 0, 0, 0, 0]"
"1","(2016-10-06 14:40:00,2016-10-06 15:00:00)","1","24","11","[0, 17, 2, 3, 0, 2, 0, 0]"
"1","(2016-10-06 14:40:00,2016-10-06 15:00:00)","0","201","6","[176, 17, 3, 1, 1, 3, 0, 0]"
"3","(2016-10-06 14:40:00,2016-10-06 15:00:00)","1","25","16","[0, 21, 4, 0, 0, 0, 0, 0]"
"3","(2016-10-06 14:40:00,2016-10-06 15:00:00)","0","129","15","[97, 14, 7, 1, 5, 5, 0, 0]"
"2","(2016-10-06 14:40:00,2016-10-06 15:00:00)","0","13","13","[0, 9, 0, 2, 1, 0, 0, 1]"
"1","(2016-10-06 15:00:00,2016-10-06 15:20:00)","1","12","5","[0, 9, 2, 1, 0, 0, 0, 0]"
"1","(2016-10-06 15:00:00,2016-10-06 15:20:00)","0","224","6","[195, 19, 7, 0, 0, 3, 0, 0]"
"3","(2016-10-06 15:00:00,2016-10-06 15:20:00)","1","23","19","[0, 18, 2, 1, 0, 2, 0, 0]"
"3","(2016-10-06 15:00:00,2016-10-06 15:20:00)","0","140","12","[115, 20, 5, 0, 0, 0, 0, 0]"
"2","(2016-10-06 15:00:00,2016-10-06 15:20:00)","0","25","25","[0, 22, 1, 2, 0, 0, 0, 0]"
"1","(2016-10-06 15:20:00,2016-10-06 15:40:00)","1","22","11","[0, 13, 5, 1, 2, 1, 0, 0]"
"1","(2016-10-06 15:20:00,2016-10-06 15:40:00)","0","209","4","[178, 15, 8, 4, 0, 4, 0, 0]"
"3","(2016-10-06 15:20:00,2016-10-06 15:40:00)","1","30","16","[0, 20, 5, 1, 0, 4, 0, 0]"
"3","(2016-10-06 15:20:00,2016-10-06 15:40:00)","0","97","9","[72, 22, 1, 0, 0, 2, 0, 0]"
"2","(2016-10-06 15:20:00,2016-10-06 15:40:00)","0","15","15","[0, 14, 0, 0, 1, 0, 0, 0]"
"1","(2016-10-06 15:40:00,2016-10-06 16:00:00)","1","22","5","[0, 13, 4, 1, 1, 3, 0, 0]"
"1","(2016-10-06 15:40:00,2016-10-06 16:00:00)","0","193","5","[163, 21, 2, 3, 1, 3, 0, 0]"
"3","(2016-10-06 15:40:00,2016-10-06 16:00:00)","1","21","11","[0, 16, 0, 1, 0, 4, 0, 0]"
"3","(2016-10-06 15:40:00,2016-10-06 16:00:00)","0","113","5","[89, 20, 2, 0, 1, 1, 0, 0]"
"2","(2016-10-06 15:40:00,2016-10-06 16:00:00)","0","10","10","[0, 10, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-06 16:00:00,2016-10-06 16:20:00)","1","26","7","[0, 14, 5, 3, 3, 1, 0, 0]"
"1","(2016-10-06 16:00:00,2016-10-06 16:20:00)","0","201","5","[177, 14, 4, 2, 1, 3, 0, 0]"
"3","(2016-10-06 16:00:00,2016-10-06 16:20:00)","1","17","7","[0, 11, 2, 1, 0, 3, 0, 0]"
"3","(2016-10-06 16:00:00,2016-10-06 16:20:00)","0","104","9","[81, 13, 7, 0, 0, 3, 0, 0]"
"2","(2016-10-06 16:00:00,2016-10-06 16:20:00)","0","18","18","[0, 15, 0, 2, 1, 0, 0, 0]"
"1","(2016-10-06 16:20:00,2016-10-06 16:40:00)","1","23","10","[0, 17, 3, 2, 1, 0, 0, 0]"
"1","(2016-10-06 16:20:00,2016-10-06 16:40:00)","0","211","5","[181, 17, 2, 4, 3, 4, 0, 0]"
"3","(2016-10-06 16:20:00,2016-10-06 16:40:00)","1","19","12","[0, 18, 0, 1, 0, 0, 0, 0]"
"3","(2016-10-06 16:20:00,2016-10-06 16:40:00)","0","112","13","[78, 23, 3, 0, 2, 6, 0, 0]"
"2","(2016-10-06 16:20:00,2016-10-06 16:40:00)","0","22","22","[0, 21, 0, 0, 1, 0, 0, 0]"
"1","(2016-10-06 16:40:00,2016-10-06 17:00:00)","1","15","7","[0, 9, 3, 1, 1, 1, 0, 0]"
"1","(2016-10-06 16:40:00,2016-10-06 17:00:00)","0","170","3","[152, 12, 1, 2, 1, 1, 0, 1]"
"3","(2016-10-06 16:40:00,2016-10-06 17:00:00)","1","20","11","[0, 16, 3, 1, 0, 0, 0, 0]"
"3","(2016-10-06 16:40:00,2016-10-06 17:00:00)","0","95","9","[71, 19, 4, 0, 1, 0, 0, 0]"
"2","(2016-10-06 16:40:00,2016-10-06 17:00:00)","0","11","11","[0, 9, 0, 1, 1, 0, 0, 0]"
"1","(2016-10-06 17:00:00,2016-10-06 17:20:00)","1","12","8","[0, 9, 1, 0, 1, 1, 0, 0]"
"1","(2016-10-06 17:00:00,2016-10-06 17:20:00)","0","196","5","[177, 10, 3, 2, 1, 3, 0, 0]"
"3","(2016-10-06 17:00:00,2016-10-06 17:20:00)","1","17","8","[0, 11, 2, 2, 0, 2, 0, 0]"
"3","(2016-10-06 17:00:00,2016-10-06 17:20:00)","0","105","8","[78, 16, 5, 1, 1, 4, 0, 0]"
"2","(2016-10-06 17:00:00,2016-10-06 17:20:00)","0","18","18","[0, 14, 0, 2, 2, 0, 0, 0]"
"1","(2016-10-06 17:20:00,2016-10-06 17:40:00)","1","16","8","[0, 13, 1, 0, 2, 0, 0, 0]"
"1","(2016-10-06 17:20:00,2016-10-06 17:40:00)","0","163","6","[137, 17, 3, 2, 1, 3, 0, 0]"
"3","(2016-10-06 17:20:00,2016-10-06 17:40:00)","1","10","3","[0, 5, 4, 0, 0, 1, 0, 0]"
"3","(2016-10-06 17:20:00,2016-10-06 17:40:00)","0","106","7","[80, 14, 9, 0, 0, 3, 0, 0]"
"2","(2016-10-06 17:20:00,2016-10-06 17:40:00)","0","11","11","[0, 11, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-06 17:40:00,2016-10-06 18:00:00)","1","19","13","[0, 13, 3, 1, 1, 1, 0, 0]"
"1","(2016-10-06 17:40:00,2016-10-06 18:00:00)","0","154","1","[131, 13, 2, 1, 0, 7, 0, 0]"
"3","(2016-10-06 17:40:00,2016-10-06 18:00:00)","1","16","9","[0, 11, 2, 2, 0, 1, 0, 0]"
"3","(2016-10-06 17:40:00,2016-10-06 18:00:00)","0","100","9","[75, 18, 4, 2, 0, 1, 0, 0]"
"2","(2016-10-06 17:40:00,2016-10-06 18:00:00)","0","11","11","[0, 10, 0, 0, 1, 0, 0, 0]"
"1","(2016-10-06 18:00:00,2016-10-06 18:20:00)","1","15","5","[0, 8, 2, 2, 0, 3, 0, 0]"
"1","(2016-10-06 18:00:00,2016-10-06 18:20:00)","0","157","4","[139, 12, 1, 1, 1, 3, 0, 0]"
"3","(2016-10-06 18:00:00,2016-10-06 18:20:00)","1","12","4","[0, 6, 2, 1, 0, 3, 0, 0]"
"3","(2016-10-06 18:00:00,2016-10-06 18:20:00)","0","91","8","[69, 12, 4, 4, 1, 1, 0, 0]"
"2","(2016-10-06 18:00:00,2016-10-06 18:20:00)","0","14","14","[0, 13, 0, 1, 0, 0, 0, 0]"
"1","(2016-10-06 18:20:00,2016-10-06 18:40:00)","1","10","6","[0, 8, 0, 0, 1, 1, 0, 0]"
"1","(2016-10-06 18:20:00,2016-10-06 18:40:00)","0","130","4","[112, 8, 2, 0, 1, 7, 0, 0]"
"3","(2016-10-06 18:20:00,2016-10-06 18:40:00)","1","12","3","[0, 9, 1, 1, 0, 1, 0, 0]"
"3","(2016-10-06 18:20:00,2016-10-06 18:40:00)","0","80","6","[63, 11, 3, 1, 1, 1, 0, 0]"
"2","(2016-10-06 18:20:00,2016-10-06 18:40:00)","0","5","5","[0, 4, 0, 1, 0, 0, 0, 0]"
"1","(2016-10-06 18:40:00,2016-10-06 19:00:00)","1","17","6","[0, 8, 5, 1, 1, 2, 0, 0]"
"1","(2016-10-06 18:40:00,2016-10-06 19:00:00)","0","140","2","[130, 8, 1, 1, 0, 0, 0, 0]"
"3","(2016-10-06 18:40:00,2016-10-06 19:00:00)","1","3","1","[0, 1, 2, 0, 0, 0, 0, 0]"
"3","(2016-10-06 18:40:00,2016-10-06 19:00:00)","0","62","6","[40, 17, 2, 0, 1, 2, 0, 0]"
"2","(2016-10-06 18:40:00,2016-10-06 19:00:00)","0","8","8","[0, 8, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-06 19:00:00,2016-10-06 19:20:00)","1","2","1","[0, 1, 0, 0, 0, 1, 0, 0]"
"1","(2016-10-06 19:00:00,2016-10-06 19:20:00)","0","156","1","[130, 14, 4, 3, 3, 2, 0, 0]"
"3","(2016-10-06 19:00:00,2016-10-06 19:20:00)","1","10","6","[0, 7, 1, 1, 0, 1, 0, 0]"
"3","(2016-10-06 19:00:00,2016-10-06 19:20:00)","0","64","8","[48, 11, 1, 2, 0, 2, 0, 0]"
"2","(2016-10-06 19:00:00,2016-10-06 19:20:00)","0","11","11","[0, 11, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-06 19:20:00,2016-10-06 19:40:00)","1","11","6","[0, 9, 1, 0, 0, 1, 0, 0]"
"1","(2016-10-06 19:20:00,2016-10-06 19:40:00)","0","140","2","[123, 7, 5, 2, 1, 2, 0, 0]"
"3","(2016-10-06 19:20:00,2016-10-06 19:40:00)","1","10","2","[0, 3, 4, 1, 0, 2, 0, 0]"
"3","(2016-10-06 19:20:00,2016-10-06 19:40:00)","0","90","11","[63, 17, 5, 4, 0, 1, 0, 0]"
"2","(2016-10-06 19:20:00,2016-10-06 19:40:00)","0","9","9","[0, 8, 0, 1, 0, 0, 0, 0]"
"1","(2016-10-06 19:40:00,2016-10-06 20:00:00)","1","13","5","[0, 7, 2, 2, 1, 1, 0, 0]"
"1","(2016-10-06 19:40:00,2016-10-06 20:00:00)","0","133","5","[110, 9, 12, 2, 0, 0, 0, 0]"
"3","(2016-10-06 19:40:00,2016-10-06 20:00:00)","1","9","7","[0, 7, 0, 1, 0, 1, 0, 0]"
"3","(2016-10-06 19:40:00,2016-10-06 20:00:00)","0","125","13","[93, 21, 8, 0, 1, 2, 0, 0]"
"2","(2016-10-06 19:40:00,2016-10-06 20:00:00)","0","14","14","[0, 12, 0, 0, 1, 0, 0, 1]"
"1","(2016-10-06 20:00:00,2016-10-06 20:20:00)","1","12","5","[0, 7, 2, 0, 0, 3, 0, 0]"
"1","(2016-10-06 20:00:00,2016-10-06 20:20:00)","0","145","5","[119, 15, 3, 3, 0, 5, 0, 0]"
"3","(2016-10-06 20:00:00,2016-10-06 20:20:00)","1","8","4","[0, 6, 1, 0, 0, 1, 0, 0]"
"3","(2016-10-06 20:00:00,2016-10-06 20:20:00)","0","102","10","[82, 13, 4, 1, 2, 0, 0, 0]"
"2","(2016-10-06 20:00:00,2016-10-06 20:20:00)","0","10","10","[0, 10, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-06 20:20:00,2016-10-06 20:40:00)","1","6","1","[0, 3, 1, 2, 0, 0, 0, 0]"
"1","(2016-10-06 20:20:00,2016-10-06 20:40:00)","0","126","4","[104, 13, 4, 3, 0, 2, 0, 0]"
"3","(2016-10-06 20:20:00,2016-10-06 20:40:00)","1","8","6","[0, 6, 0, 0, 1, 1, 0, 0]"
"3","(2016-10-06 20:20:00,2016-10-06 20:40:00)","0","109","12","[81, 15, 10, 1, 2, 0, 0, 0]"
"2","(2016-10-06 20:20:00,2016-10-06 20:40:00)","0","4","4","[0, 4, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-06 20:40:00,2016-10-06 21:00:00)","1","4","0","[0, 0, 3, 1, 0, 0, 0, 0]"
"1","(2016-10-06 20:40:00,2016-10-06 21:00:00)","0","85","4","[72, 6, 2, 2, 0, 1, 0, 2]"
"3","(2016-10-06 20:40:00,2016-10-06 21:00:00)","1","12","3","[0, 5, 2, 1, 0, 4, 0, 0]"
"3","(2016-10-06 20:40:00,2016-10-06 21:00:00)","0","79","8","[63, 10, 4, 1, 1, 0, 0, 0]"
"2","(2016-10-06 20:40:00,2016-10-06 21:00:00)","0","3","3","[0, 3, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-06 21:00:00,2016-10-06 21:20:00)","1","5","2","[0, 3, 2, 0, 0, 0, 0, 0]"
"1","(2016-10-06 21:00:00,2016-10-06 21:20:00)","0","53","5","[44, 6, 1, 2, 0, 0, 0, 0]"
"3","(2016-10-06 21:00:00,2016-10-06 21:20:00)","1","11","5","[0, 6, 1, 1, 1, 2, 0, 0]"
"3","(2016-10-06 21:00:00,2016-10-06 21:20:00)","0","59","5","[46, 8, 5, 0, 0, 0, 0, 0]"
"2","(2016-10-06 21:00:00,2016-10-06 21:20:00)","0","1","1","[0, 1, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-06 21:20:00,2016-10-06 21:40:00)","1","13","3","[0, 7, 1, 1, 1, 3, 0, 0]"
"1","(2016-10-06 21:20:00,2016-10-06 21:40:00)","0","66","3","[57, 4, 2, 2, 1, 0, 0, 0]"
"3","(2016-10-06 21:20:00,2016-10-06 21:40:00)","1","4","1","[0, 3, 0, 1, 0, 0, 0, 0]"
"3","(2016-10-06 21:20:00,2016-10-06 21:40:00)","0","83","11","[65, 11, 2, 3, 0, 2, 0, 0]"
"2","(2016-10-06 21:20:00,2016-10-06 21:40:00)","0","2","2","[0, 2, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-06 21:40:00,2016-10-06 22:00:00)","1","9","3","[0, 4, 2, 3, 0, 0, 0, 0]"
"1","(2016-10-06 21:40:00,2016-10-06 22:00:00)","0","63","4","[49, 8, 3, 2, 0, 1, 0, 0]"
"3","(2016-10-06 21:40:00,2016-10-06 22:00:00)","1","8","3","[0, 4, 1, 1, 0, 2, 0, 0]"
"3","(2016-10-06 21:40:00,2016-10-06 22:00:00)","0","43","4","[33, 5, 1, 2, 0, 2, 0, 0]"
"1","(2016-10-06 22:00:00,2016-10-06 22:20:00)","1","4","0","[0, 0, 3, 1, 0, 0, 0, 0]"
"1","(2016-10-06 22:00:00,2016-10-06 22:20:00)","0","36","1","[32, 2, 0, 2, 0, 0, 0, 0]"
"3","(2016-10-06 22:00:00,2016-10-06 22:20:00)","1","9","6","[0, 8, 0, 1, 0, 0, 0, 0]"
"3","(2016-10-06 22:00:00,2016-10-06 22:20:00)","0","39","5","[33, 5, 1, 0, 0, 0, 0, 0]"
"2","(2016-10-06 22:00:00,2016-10-06 22:20:00)","0","2","2","[0, 2, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-06 22:20:00,2016-10-06 22:40:00)","1","5","1","[0, 1, 3, 0, 0, 1, 0, 0]"
"1","(2016-10-06 22:20:00,2016-10-06 22:40:00)","0","33","1","[31, 1, 0, 1, 0, 0, 0, 0]"
"3","(2016-10-06 22:20:00,2016-10-06 22:40:00)","1","9","4","[0, 4, 3, 1, 0, 1, 0, 0]"
"3","(2016-10-06 22:20:00,2016-10-06 22:40:00)","0","51","3","[46, 4, 0, 0, 1, 0, 0, 0]"
"2","(2016-10-06 22:20:00,2016-10-06 22:40:00)","0","1","1","[0, 1, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-06 22:40:00,2016-10-06 23:00:00)","1","2","1","[0, 1, 1, 0, 0, 0, 0, 0]"
"1","(2016-10-06 22:40:00,2016-10-06 23:00:00)","0","22","0","[19, 1, 0, 1, 0, 1, 0, 0]"
"3","(2016-10-06 22:40:00,2016-10-06 23:00:00)","1","4","3","[0, 3, 0, 0, 0, 1, 0, 0]"
"3","(2016-10-06 22:40:00,2016-10-06 23:00:00)","0","31","3","[24, 6, 1, 0, 0, 0, 0, 0]"
"2","(2016-10-06 22:40:00,2016-10-06 23:00:00)","0","1","1","[0, 1, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-06 23:00:00,2016-10-06 23:20:00)","1","9","1","[0, 3, 2, 2, 2, 0, 0, 0]"
"1","(2016-10-06 23:00:00,2016-10-06 23:20:00)","0","9","0","[9, 0, 0, 0, 0, 0, 0, 0]"
"3","(2016-10-06 23:00:00,2016-10-06 23:20:00)","1","6","3","[0, 4, 0, 0, 0, 2, 0, 0]"
"3","(2016-10-06 23:00:00,2016-10-06 23:20:00)","0","32","1","[27, 2, 1, 1, 0, 0, 0, 1]"
"2","(2016-10-06 23:00:00,2016-10-06 23:20:00)","0","1","1","[0, 1, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-06 23:20:00,2016-10-06 23:40:00)","1","7","2","[0, 3, 1, 2, 0, 1, 0, 0]"
"1","(2016-10-06 23:20:00,2016-10-06 23:40:00)","0","26","1","[22, 1, 2, 1, 0, 0, 0, 0]"
"3","(2016-10-06 23:20:00,2016-10-06 23:40:00)","1","5","5","[0, 5, 0, 0, 0, 0, 0, 0]"
"3","(2016-10-06 23:20:00,2016-10-06 23:40:00)","0","47","2","[37, 3, 3, 0, 1, 3, 0, 0]"
"1","(2016-10-06 23:40:00,2016-10-07 00:00:00)","1","2","1","[0, 1, 1, 0, 0, 0, 0, 0]"
"1","(2016-10-06 23:40:00,2016-10-07 00:00:00)","0","25","1","[23, 1, 0, 0, 0, 1, 0, 0]"
"3","(2016-10-06 23:40:00,2016-10-07 00:00:00)","1","6","4","[0, 4, 0, 1, 0, 1, 0, 0]"
"3","(2016-10-06 23:40:00,2016-10-07 00:00:00)","0","20","0","[16, 3, 1, 0, 0, 0, 0, 0]"
"1","(2016-10-07 00:00:00,2016-10-07 00:20:00)","1","21","8","[0, 13, 6, 0, 0, 2, 0, 0]"
"1","(2016-10-07 00:00:00,2016-10-07 00:20:00)","0","17","0","[14, 1, 1, 1, 0, 0, 0, 0]"
"3","(2016-10-07 00:00:00,2016-10-07 00:20:00)","1","45","27","[0, 30, 5, 4, 3, 3, 0, 0]"
"3","(2016-10-07 00:00:00,2016-10-07 00:20:00)","0","17","2","[12, 3, 1, 1, 0, 0, 0, 0]"
"1","(2016-10-07 00:20:00,2016-10-07 00:40:00)","1","15","6","[0, 10, 3, 1, 1, 0, 0, 0]"
"1","(2016-10-07 00:20:00,2016-10-07 00:40:00)","0","15","1","[13, 1, 0, 1, 0, 0, 0, 0]"
"3","(2016-10-07 00:20:00,2016-10-07 00:40:00)","1","47","32","[0, 35, 1, 6, 3, 2, 0, 0]"
"3","(2016-10-07 00:20:00,2016-10-07 00:40:00)","0","22","0","[11, 9, 2, 0, 0, 0, 0, 0]"
"1","(2016-10-07 00:40:00,2016-10-07 01:00:00)","1","20","6","[0, 9, 5, 2, 2, 2, 0, 0]"
"1","(2016-10-07 00:40:00,2016-10-07 01:00:00)","0","9","2","[4, 1, 0, 3, 1, 0, 0, 0]"
"3","(2016-10-07 00:40:00,2016-10-07 01:00:00)","1","22","20","[0, 17, 1, 3, 1, 0, 0, 0]"
"3","(2016-10-07 00:40:00,2016-10-07 01:00:00)","0","26","1","[14, 9, 2, 0, 1, 0, 0, 0]"
"1","(2016-10-07 01:00:00,2016-10-07 01:20:00)","0","15","2","[10, 2, 1, 1, 0, 1, 0, 0]"
"3","(2016-10-07 01:00:00,2016-10-07 01:20:00)","1","4","3","[0, 4, 0, 0, 0, 0, 0, 0]"
"3","(2016-10-07 01:00:00,2016-10-07 01:20:00)","0","17","2","[6, 9, 0, 1, 0, 1, 0, 0]"
"1","(2016-10-07 01:20:00,2016-10-07 01:40:00)","1","5","2","[0, 2, 0, 1, 0, 2, 0, 0]"
"1","(2016-10-07 01:20:00,2016-10-07 01:40:00)","0","10","0","[8, 1, 1, 0, 0, 0, 0, 0]"
"3","(2016-10-07 01:20:00,2016-10-07 01:40:00)","1","2","1","[0, 1, 0, 0, 1, 0, 0, 0]"
"3","(2016-10-07 01:20:00,2016-10-07 01:40:00)","0","25","2","[14, 11, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-07 01:40:00,2016-10-07 02:00:00)","1","2","1","[0, 2, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-07 01:40:00,2016-10-07 02:00:00)","0","10","0","[7, 0, 1, 2, 0, 0, 0, 0]"
"3","(2016-10-07 01:40:00,2016-10-07 02:00:00)","1","2","1","[0, 1, 1, 0, 0, 0, 0, 0]"
"3","(2016-10-07 01:40:00,2016-10-07 02:00:00)","0","20","0","[12, 6, 1, 0, 0, 1, 0, 0]"
"1","(2016-10-07 02:00:00,2016-10-07 02:20:00)","1","3","1","[0, 2, 1, 0, 0, 0, 0, 0]"
"1","(2016-10-07 02:00:00,2016-10-07 02:20:00)","0","13","0","[11, 0, 1, 0, 0, 1, 0, 0]"
"3","(2016-10-07 02:00:00,2016-10-07 02:20:00)","1","3","0","[0, 2, 0, 0, 0, 1, 0, 0]"
"3","(2016-10-07 02:00:00,2016-10-07 02:20:00)","0","14","0","[9, 2, 1, 0, 0, 2, 0, 0]"
"1","(2016-10-07 02:20:00,2016-10-07 02:40:00)","1","6","1","[0, 4, 0, 2, 0, 0, 0, 0]"
"1","(2016-10-07 02:20:00,2016-10-07 02:40:00)","0","9","0","[7, 0, 0, 0, 0, 2, 0, 0]"
"3","(2016-10-07 02:20:00,2016-10-07 02:40:00)","1","2","0","[0, 0, 1, 1, 0, 0, 0, 0]"
"3","(2016-10-07 02:20:00,2016-10-07 02:40:00)","0","19","0","[13, 5, 1, 0, 0, 0, 0, 0]"
"1","(2016-10-07 02:40:00,2016-10-07 03:00:00)","1","4","0","[0, 3, 1, 0, 0, 0, 0, 0]"
"1","(2016-10-07 02:40:00,2016-10-07 03:00:00)","0","8","0","[5, 1, 1, 1, 0, 0, 0, 0]"
"3","(2016-10-07 02:40:00,2016-10-07 03:00:00)","1","1","0","[0, 0, 0, 1, 0, 0, 0, 0]"
"3","(2016-10-07 02:40:00,2016-10-07 03:00:00)","0","19","2","[11, 6, 0, 0, 0, 2, 0, 0]"
"1","(2016-10-07 03:00:00,2016-10-07 03:20:00)","1","4","0","[0, 3, 0, 0, 0, 1, 0, 0]"
"1","(2016-10-07 03:00:00,2016-10-07 03:20:00)","0","9","0","[6, 0, 0, 1, 0, 2, 0, 0]"
"3","(2016-10-07 03:00:00,2016-10-07 03:20:00)","1","1","1","[0, 1, 0, 0, 0, 0, 0, 0]"
"3","(2016-10-07 03:00:00,2016-10-07 03:20:00)","0","20","1","[15, 4, 0, 0, 0, 1, 0, 0]"
"1","(2016-10-07 03:20:00,2016-10-07 03:40:00)","1","8","0","[0, 7, 1, 0, 0, 0, 0, 0]"
"1","(2016-10-07 03:20:00,2016-10-07 03:40:00)","0","9","0","[5, 1, 2, 0, 0, 1, 0, 0]"
"3","(2016-10-07 03:20:00,2016-10-07 03:40:00)","1","3","0","[0, 0, 1, 0, 0, 2, 0, 0]"
"3","(2016-10-07 03:20:00,2016-10-07 03:40:00)","0","14","0","[11, 3, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-07 03:40:00,2016-10-07 04:00:00)","1","9","0","[0, 8, 0, 0, 0, 1, 0, 0]"
"1","(2016-10-07 03:40:00,2016-10-07 04:00:00)","0","10","0","[6, 0, 1, 0, 0, 3, 0, 0]"
"3","(2016-10-07 03:40:00,2016-10-07 04:00:00)","1","5","0","[0, 1, 2, 2, 0, 0, 0, 0]"
"3","(2016-10-07 03:40:00,2016-10-07 04:00:00)","0","16","0","[9, 3, 2, 0, 0, 2, 0, 0]"
"1","(2016-10-07 04:00:00,2016-10-07 04:20:00)","1","11","2","[0, 9, 0, 0, 0, 2, 0, 0]"
"1","(2016-10-07 04:00:00,2016-10-07 04:20:00)","0","17","0","[9, 2, 0, 0, 0, 6, 0, 0]"
"3","(2016-10-07 04:00:00,2016-10-07 04:20:00)","1","3","0","[0, 0, 1, 0, 0, 2, 0, 0]"
"3","(2016-10-07 04:00:00,2016-10-07 04:20:00)","0","23","2","[15, 5, 0, 0, 0, 3, 0, 0]"
"1","(2016-10-07 04:20:00,2016-10-07 04:40:00)","1","10","0","[0, 9, 1, 0, 0, 0, 0, 0]"
"1","(2016-10-07 04:20:00,2016-10-07 04:40:00)","0","10","2","[4, 4, 0, 0, 0, 2, 0, 0]"
"3","(2016-10-07 04:20:00,2016-10-07 04:40:00)","1","6","1","[0, 1, 3, 2, 0, 0, 0, 0]"
"3","(2016-10-07 04:20:00,2016-10-07 04:40:00)","0","19","1","[9, 5, 3, 1, 0, 1, 0, 0]"
"1","(2016-10-07 04:40:00,2016-10-07 05:00:00)","1","11","1","[0, 8, 1, 0, 0, 1, 0, 1]"
"1","(2016-10-07 04:40:00,2016-10-07 05:00:00)","0","17","0","[10, 1, 4, 1, 0, 1, 0, 0]"
"3","(2016-10-07 04:40:00,2016-10-07 05:00:00)","1","6","0","[0, 3, 2, 1, 0, 0, 0, 0]"
"3","(2016-10-07 04:40:00,2016-10-07 05:00:00)","0","9","0","[5, 1, 3, 0, 0, 0, 0, 0]"
"1","(2016-10-07 05:00:00,2016-10-07 05:20:00)","1","19","1","[0, 15, 3, 0, 0, 1, 0, 0]"
"1","(2016-10-07 05:00:00,2016-10-07 05:20:00)","0","11","1","[8, 1, 1, 1, 0, 0, 0, 0]"
"3","(2016-10-07 05:00:00,2016-10-07 05:20:00)","1","5","0","[0, 2, 0, 2, 0, 1, 0, 0]"
"3","(2016-10-07 05:00:00,2016-10-07 05:20:00)","0","12","2","[9, 2, 1, 0, 0, 0, 0, 0]"
"1","(2016-10-07 05:20:00,2016-10-07 05:40:00)","1","12","0","[0, 8, 2, 1, 0, 1, 0, 0]"
"1","(2016-10-07 05:20:00,2016-10-07 05:40:00)","0","20","0","[11, 4, 4, 0, 0, 1, 0, 0]"
"3","(2016-10-07 05:20:00,2016-10-07 05:40:00)","1","8","1","[0, 7, 0, 0, 0, 1, 0, 0]"
"3","(2016-10-07 05:20:00,2016-10-07 05:40:00)","0","19","1","[11, 3, 3, 1, 0, 1, 0, 0]"
"1","(2016-10-07 05:40:00,2016-10-07 06:00:00)","1","21","0","[0, 14, 3, 2, 0, 2, 0, 0]"
"1","(2016-10-07 05:40:00,2016-10-07 06:00:00)","0","27","0","[22, 0, 2, 1, 1, 1, 0, 0]"
"3","(2016-10-07 05:40:00,2016-10-07 06:00:00)","1","11","1","[0, 4, 1, 3, 0, 3, 0, 0]"
"3","(2016-10-07 05:40:00,2016-10-07 06:00:00)","0","30","3","[19, 5, 3, 1, 0, 2, 0, 0]"
"2","(2016-10-07 05:40:00,2016-10-07 06:00:00)","0","2","2","[0, 1, 0, 0, 1, 0, 0, 0]"
"1","(2016-10-07 06:00:00,2016-10-07 06:20:00)","1","17","4","[0, 9, 4, 1, 0, 3, 0, 0]"
"1","(2016-10-07 06:00:00,2016-10-07 06:20:00)","0","40","2","[23, 8, 5, 1, 0, 3, 0, 0]"
"3","(2016-10-07 06:00:00,2016-10-07 06:20:00)","1","10","4","[0, 7, 1, 1, 0, 1, 0, 0]"
"3","(2016-10-07 06:00:00,2016-10-07 06:20:00)","0","53","4","[34, 10, 2, 4, 0, 3, 0, 0]"
"2","(2016-10-07 06:00:00,2016-10-07 06:20:00)","0","1","1","[0, 1, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-07 06:20:00,2016-10-07 06:40:00)","1","23","2","[0, 11, 8, 1, 0, 1, 0, 2]"
"1","(2016-10-07 06:20:00,2016-10-07 06:40:00)","0","53","2","[37, 9, 6, 0, 0, 1, 0, 0]"
"3","(2016-10-07 06:20:00,2016-10-07 06:40:00)","1","29","5","[0, 19, 7, 2, 1, 0, 0, 0]"
"3","(2016-10-07 06:20:00,2016-10-07 06:40:00)","0","71","6","[50, 9, 4, 4, 3, 1, 0, 0]"
